x_geometry,x_objectid_1,x_id,x_name,x_telephone,x_address,x_address2,x_city,x_state,x_zip,x_zipp4,x_county,x_fips,x_directions,x_emergtitle,x_emergtel,x_emergext,x_contdate,x_conthow,x_geodate,x_geohow,x_hsipthemes,x_naicscode,x_naicsdescr,x_geolinkid,x_x,x_y,x_st_vendor,x_st_version,x_geoprec,x_phoneloc,x_qc_qa,x_port_type,x_bordpatsec,x_contact,x_fax_number,x_hours_oper,x_remark,x_ruleid,x_objectid
POINT (-119.323451961 47.190106564),66,11550078,"PORT OF ENTRY AT MOSES LAKE, GRANT COUNTY INTERNATIONAL AIRPORT",509-762-2667,7810 ANDREWS STREET NORTHEAST,ROOM 4,MOSES LAKE,WA,98837,3204,GRANT,53025,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,21171391,-119.323452,47.190107,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,509-762-2668,8:00 AM - 5:00 PM,,1,196
POINT (-70.817396885 43.0820990697),345,11549970,"PORTSMOUTH PORT OF ENTRY, PORTSMOUTH INTERNATIONAL AIRPORT",603-422-0910,42 AIRLINE AVENUE,,PORTSMOUTH,NH,03801,2884,ROCKINGHAM,33015,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,110367058,-70.817397,43.082099,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,603-422-0914,9:00 AM - 5:00 PM,,1,121
POINT (-112.50233865 45.9547505321),346,11549977,"BUTTE AIRPORT PORT OF ENTRY, BERT MOONEY AIRPORT",406-495-2145,101 AIRPORT ROAD,,BUTTE,MT,59701,7036,SILVER BOW,30093,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,711480146,-112.502339,45.954751,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,406-494-1638,8:00 AM - 5:00 PM,,1,110
POINT (-67.1356231968 18.4956568452),67,11550149,"AGUADILLA PORT OF ENTRY, RAFAEL HERNANDEZ AIRPORT",787-882-3556,BROMON DRIVE,RAFAEL HERNANDEZ AIRPORT HANGER 405,AGUADILLA,PR,00603,,AGUADILLA,72005,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,129366565,-67.135623,18.495657,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,787-882-3523,8:00 AM - 7:00 PM,,1,155
POINT (-119.200399271 34.1510910656),68,11549980,"PORT HUENEME PORT OF ENTRY, PORT OF HUENEME",805-488-8574,333 PONOMA STREET,,PORT HUENEME,CA,93041,2921,VENTURA,06111,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,24183721,-119.200399,34.151091,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,805-488-1224,8:30 AM - 4:30 PM,,1,24
POINT (-88.0415370273 30.6961856),69,11549998,"MOBILE PORT OF ENTRY, PORT OF MOBILE",251-441-5106,150 NORTH ROYAL STREET,,MOBILE,AL,36602,3922,MOBILE,01097,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,105193888,-88.041537,30.696186,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,334-441-6061,8:00 AM - 5:00 PM,,1,17
POINT (-72.0954944447 41.3522952874),70,11549984,"NEW LONDON PORT OF ENTRY, NEW LONDON PORT",860-442-7123,150 BANK STREET,,NEW LONDON,CT,06320,6002,NEW LONDON,09011,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,33962360,-72.095494,41.352295,NAVTEQ,2009Q2,ONENTITY,,TGS,WATER PORT,,PORT DIRECTOR,,,,1,1
POINT (-91.8355397065 47.8290735228),347,11550099,"INTERNATIONAL FALLS PORT OF ENTRY, ELY MUNICIPAL AIRPORT",218-365-3262,1583 STATE HIGHWAY 1,,ELY,MN,55731,,ST LOUIS,27137,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,116453768,-91.83554,47.829073,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,218-720-5216,8:00 AM - 4:30 PM,,1,100
POINT (-74.4234265202 40.7966974265),348,11550119,"MORRISTOWN AIRPORT PORT OF ENTRY, MORRISTOWN MUNICIPAL AIRPORT",973-267-0302,15 AIRPORT ROAD,,MORRISTOWN,NJ,07960,4624,MORRIS,34027,,,,,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,21785307,-74.423427,40.796697,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,973-267-1759,8:00 AM - 4:00 PM,1-877-CUSTOMS,1,123
POINT (-71.4354223678 41.725921414),71,11624719,"PROVIDENCE PORT OF ENTRY, THEODORE FRANCIS GREEN AIRPORT",401-737-2176,2000 POST ROAD,,WARWICK,RI,02886,1533,KENT,44003,,,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,763069976,-71.435422,41.725921,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-97.4220425682 37.6633264969),72,11549979,"WICHITA PORT OF ENTRY, WICHITA MID-CONTINENT AIRPORT",316-946-9726,1700 AIRPORT ROAD,CARGO BUILDING,WICHITA,KS,67209,,SEDGWICK,20173,,,,,2009-09-10T00:00:00.000Z,ALT REF,2009-09-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,111525468,-97.422043,37.663326,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,316-946-9704,8:00 AM - 4:30 PM,,1,79
POINT (-77.6596307923 43.1177470113),349,11550129,"ROCHESTER PORT OF ENTRY, GREATER ROCHESTER INTERNATIONAL AIRPORT",585-263-6293,1200 BROOKS AVENUE,,ROCHESTER,NY,14624,3126,MONROE,36055,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,27636797,-77.659631,43.117747,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,716-263-5828,8:00 AM - 5:00 PM,,1,133
POINT (-82.9360648727 39.8171849679),73,11550133,"COLUMBUS PORT OF ENTRY, RICKENBACKER INTERNATIONAL AIRPORT",614-497-1865,2241 JOHN CIRCLE DRIVE,,COLUMBUS,OH,43217,1252,FRANKLIN,39049,,,,,2009-09-18T00:00:00.000Z,ALT REF,2009-09-22T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,134051531,-82.936065,39.817185,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,614-497-1870,8:30 AM - 5:00 PM,,1,138
POINT (-75.7288484858 41.3373529151),74,11550148,"HARRISBURG PORT OF ENTRY, WILKES-BARRE / SCRANTON INTERNATIONAL AIRPORT",570-457-8024,100 TERMINAL DRIVE,,AVOCA,PA,18641,2224,LUZERNE,42079,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125393257,-75.728848,41.337353,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,717-457-8061,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,154
POINT (-76.1240279633 43.1115712427),75,11549974,"SYRACUSE PORT OF ENTRY, SYRACUSE HANCOCK INTERNATIONAL AIRPORT",315-455-8446,152 AIR CARGO ROAD,SUITE 201,NORTH SYRACUSE,NY,13212,3975,ONONDAGA,36067,,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,771927319,-76.124028,43.111571,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,315-454-8224,8:30 AM - 5:00 PM,,1,134
POINT (-77.9104054267 34.2738378272),76,11577347,"WILMINGTON PORT OF ENTRY, WILMINGTON INTERNATIONAL AIRPORT",910-815-4620,1740 AIRPORT BOULEVARD,,WILMINGTON,NC,28405,8075,NEW HANOVER,37129,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,722494071,-77.910405,34.273838,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-120.446787979 34.8978751607),77,11550518,"SANTA MARIA PORT OF ENTRY, SANTA MARIA PUBLIC AIRPORT",805-739-2575,3335 CORSAIR CIRCLE,,SANTA MARIA,CA,93455,2500,SANTA BARBARA,06083,,,,,2009-09-17T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,118014806,-120.446788,34.897875,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-123.81964375 46.9704990301),78,11550075,"PORT OF ENTRY AT ABERDEEN, PORT OF GRAYS HARBOR",360-532-2030,403 WEST STATE STREET,,ABERDEEN,WA,98520,6139,GRAYS HARBOR,53027,,,,,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,42245722,-123.819644,46.970499,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,360-532-1878,8:00 AM - 5:00 PM,,1,193
POINT (-141.928259391 62.9628096062),79,11624678,"ALCAN PORT OF ENTRY, NORTHWAY AIRPORT",907-778-2223,6670 NORTHWAY ROAD,,NORTHWAY,AK,99764,,SOUTHEAST FAIRBANKS,02240,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-05T00:00:00.000Z,PHONE,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124863622,-141.928259,62.96281,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,,,,,0,0
POINT (-89.0726084661 30.4128858612),80,11550105,"GULFPORT PORT OF ENTRY, GULFPORT-BILOXI INTERNATIONAL AIRPORT",228-863-6350,14108 CUSTOMS BOULEVARD,,GULFPORT,MS,39503,4737,HARRISON,28047,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,737500911,-89.072609,30.412886,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,228-214-7010,8:00 AM - 5:00 PM,,1,106
POINT (-106.909779601 39.6405575443),81,11557866,"EAGLE COUNTY REGIONAL AIRPORT PORT OF ENTRY, EAGLE COUNTY REGIONAL AIRPORT",970-524-0490,0871 COOLEY MESA ROAD,VAIL VALLEY JET CENTER,GYPSUM,CO,81637,,EAGLE,08037,,,,,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,31823691,-106.90978,39.640557,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-86.4615787415 43.9545740045),82,11616971,"GRAND RAPIDS PORT OF ENTRY, LUDINGTON SEAPORT",616-942-5245,6450 AIR CARGO DRIVE SOUTHEAST,,GRAND RAPIDS,MI,49512,9705,MASON,26105,PORT HANDLES PLEASURE BOATS. PLOTTED AT APPROXIMATE ENTRANCE OF PORT. ADDRESS GOES TO ADMINISTRATION BUILDING.,,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-12T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,108010149,-86.461579,43.954574,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-83.8988639001 45.9945213858),83,11624729,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, DETOUR SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA,,SAULT SAINTE MARIE,MI,49783,,CHIPPEWA,26033,PORT HANDLES PLEASURE BOATS. PLOTTED AT APPROXIMATE CENTER OF PORT. ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,107940247,-83.898864,45.994521,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-86.2720206409 42.4103153125),84,11624717,"GRAND RAPIDS PORT OF ENTRY, SOUTH HAVEN SEAPORT",616-942-5245,6450 AIR CARGO DRIVE SOUTHEAST,,GRAND RAPIDS,MI,49512,9705,VAN BUREN,26159,PORT HANDLES PLEASURE BOATS. PLOTTED AT APPROXIMATE CENTER OF PORT. ADDRESS GOES TO ADMINISTRATION BUILDING.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122987091,-86.272021,42.410315,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-86.2290342214 43.0757166159),85,11577601,"GRAND RAPIDS PORT OF ENTRY, GRAND HAVEN SEAPORT",616-942-5245,6450 AIR CARGO DRIVE SOUTHEAST,,GRAND RAPIDS,MI,49512,9705,OTTAWA,26139,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING.,,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-12T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,115637289,-86.229034,43.075717,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-87.0566217006 45.7488953832),86,11624730,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, ESCANABA SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA,,SAULT SAINTE MARIE,MI,49783,,DELTA,26041,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,107944559,-87.056622,45.748895,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-84.6169560275 45.8486869704),87,11624732,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, MACKINAW ISLAND SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA,,SAULT SAINTE MARIE,MI,49783,,MACKINAC,26097,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122975579,-84.616956,45.848687,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-84.3658772499 46.4803812602),88,11616944,"SAGINAW/BAY CITY/FLINT PORT OF ENTRY / SAULT SAINTE MARIE PORT OF ENTRY, SAULT SAINTE MARIE AIRPORT",906-632-2631,2144 MERIDIAN STREET,,SAULT SAINTE MARIE,MI,49783,2608,CHIPPEWA,26033,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,711249544,-84.365877,46.480381,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-112.015751924 33.4246051405),89,11550000,"PHOENIX-MESA GATEWAY AIRPORT PORT OF ENTRY, PHOENIX SKY HARBOR INTERNATIONAL AIRPORT",602-914-1400,3002 EAST OLD TOWER ROAD,SUITE 400,PHOENIX,AZ,85034,6006,MARICOPA,04013,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,102036165,-112.015752,33.424605,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,602-914-1409,8:30 AM - 4:30 PM,,1,19
POINT (-117.603559165 34.0606836895),90,11550094,"ONTARIO AIRPORT PORT OF ENTRY, LOS ANGELES/ONTARIO INTERNATIONAL AIRPORT",909-937-8653,2222 EAST AIRPORT DRIVE,,ONTARIO,CA,91761,2117,SAN BERNARDINO,06071,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,110104158,-117.603559,34.060684,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,,,,1,215
POINT (-82.5536937028 27.3893163002),91,11550033,"SARASOTA PORT OF ENTRY, SARASOTA BRADENTON INTERNATIONAL AIRPORT",941-359-5040,6048 AIRPORT CIRCLE,,SARASOTA,FL,34243,2159,MANATEE,12081,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,715301038,-82.553694,27.389316,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,941-359-5467,8:30 AM - 5:00PM M-F,OFFICER-IN-CHARGE  1-877-CUSTOMS,1,54
POINT (-116.510012115 33.8249004334),92,11550007,"PALM SPRINGS PORT OF ENTRY, PALM SPRINGS INTERNATIONAL AIRPORT",760-318-3880,210 NORTH EL CIELO ROAD,,PALM SPRINGS,CA,92262,6936,RIVERSIDE,06065,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,110104835,-116.510012,33.8249,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,760-318-3883,8:00 AM - 5:00 PM,,1,27
POINT (-86.2838377755 39.7359587063),93,11550052,"INDIANAPOLIS PORT OF ENTRY, INDIANAPOLIS INTERNATIONAL AIRPORT",317-248-4060,6801 PIERSON DRIVE,,INDIANAPOLIS,IN,46241,4226,MARION,18097,,,,,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125135068,-86.283838,39.735959,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,317-248-4174,8:30 AM - 5:00 PM,,1,76
POINT (-84.4744376738 46.2576876006),94,11616943,"SAGINAW/BAY CITY/FLINT PORT OF ENTRY / SAULT SAINTE MARIE PORT OF ENTRY, CHIPPEWA COUNTY INTERNATIONAL AIRPORT",906-632-2631,5019 WEST AIRPORT DRIVE,,KINCHELOE,MI,49788,1643,CHIPPEWA,26033,,,,,2009-12-18T00:00:00.000Z,ALT REF,2009-12-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,709456903,-84.474438,46.257688,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-82.884193895 39.9993136409),95,11559160,"COLUMBUS PORT OF ENTRY, PORT COLUMBUS INTERNATIONAL AIRPORT",614-237-0342,4600 INTERNATIONAL GATEWAY,,COLUMBUS,OH,43219,1779,FRANKLIN,39049,,,,,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125258543,-82.884194,39.999314,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-84.656238448 39.0503628862),96,11550131,"CINCINNATI / LAWRENCEBURG PORT OF ENTRY, CINCINNATI / NORTHERN KENTUCKY INTERNATIONAL AIRPORT",859-767-7002,2939 TERMINAL DRIVE,,HEBRON,KY,41048,,BOONE,21015,,,,,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,134041626,-84.656238,39.050363,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,859-767-7011,8:30 AM - 5:00 PM,,1,136
POINT (-149.987791448 61.1783405817),97,11612481,"ANCHORAGE PORT OF ENTRY, TED STEVENS ANCHORAGE INTERNATIONAL AIRPORT",907-266-2526,5000 WEST INTERNATIONAL AIRPORT ROAD,,ANCHORAGE,AK,99502,0912,ANCHORAGE,02020,,,,,2009-10-27T00:00:00.000Z,ALT REF,2009-10-27T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,764259697,-149.987791,61.178341,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-80.1800388824 25.7798781963),98,11550025,"MIAMI SEAPORT PORT OF ENTRY, PORT OF MIAMI",305-536-4758,903 SOUTH AMERICA WAY,,MIAMI,FL,33132,2003,MIAMI-DADE,12086,,,,,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,727448986,-80.180039,25.779878,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,305-536-5282,8:00 AM - 4:00 PM,,1,46
POINT (-92.4980707562 43.9153906673),99,11550101,"ROCHESTER PORT OF ENTRY, ROCHESTER INTERNATIONAL AIRPORT",507-285-5278,7701 HELGERSON DRIVE SOUTHWEST,GENERAL AVIATION BUILDING,ROCHESTER,MN,55902,,OLMSTED,27109,,,,,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,766147907,-92.498071,43.915391,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,507-282-9939,8:00 AM - 5:00 PM,,1,102
POINT (-81.6249365683 30.3561579073),100,11550021,"AREA PORT OF JACKSONVILLE PORT OF ENTRY, JAXPORT",904-360-5020,2831 TALLEYRAND AVENUE,,JACKSONVILLE,FL,32206,3417,DUVAL,12031,,,,,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,23019205,-81.624937,30.356158,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,904-360-5033,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,42
POINT (-103.632370437 48.176920742),101,11558762,"WILLISTON-SLOULIN FIELD INTERNATIONAL AIRPORT PORT OF ENTRY, SLOULIN FIELD INTERNATIONAL AIRPORT",701-572-6552,421 AIRPORT ROAD,,WILLISTON,ND,58801,2975,WILLIAMS,38105,,,,,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,721137480,-103.63237,48.176921,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-71.3144213025 41.484852334),102,11550154,"NEWPORT PORT OF ENTRY, NEWPORT HARBOR",401-847-2744,320 THAMES STREET,,NEWPORT,RI,02840,6633,NEWPORT,44005,,,,,2009-09-17T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,34039490,-71.314421,41.484852,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,,8:00 AM - 5:00 PM,,1,160
