geometry,ident,type,name,latitude_d,longitude,elevation,continent,iso_countr,iso_region,municipali,scheduled,gps_code,iata_code,status,objectid
POINT (129.420383 35.987955),RKTH,medium_airport,Pohang Airport (G-815/K-3),35.987955,129.420383,70,Asia,KR,KR-47,Pohang,yes,RKTH,KPO,,822
POINT (128.65531 35.896872),RKTN,medium_airport,Daegu Airport,35.896872,128.65531,116,Asia,KR,KR-27,Daegu,yes,RKTN,TAE,,823
POINT (127.498741 36.717008),RKTU,large_airport,Cheongju International Airport/Cheongju Air Base (K-59/G-513),36.717008,127.498741,191,Asia,KR,KR-43,Cheongju,yes,RKTU,CJJ,Restrictions,824
POINT (126.382814 34.991406),RKJB,large_airport,Muan International Airport,34.991406,126.382814,35,Asia,KR,KR-46,Piseo-ri (Muan),yes,RKJB,MWX,Restrictions,825
POINT (47.96889877 29.22660065),OKBK,large_airport,Kuwait International Airport,29.22660065,47.96889877,206,Asia,KW,KW-FA,Kuwait City,yes,OKBK,KWI,Restrictions,826
POINT (77.04049683 43.35210037),UAAA,large_airport,Almaty Airport,43.35210037,77.04049683,2234,Asia,KZ,KZ-ALM,Almaty,yes,UAAA,ALA,Restrictions,827
POINT (71.46690369 51.02220154),UACC,large_airport,Astana International Airport,51.02220154,71.46690369,1165,Asia,KZ,KZ-AKM,Astana,yes,UACC,TSE,Restrictions,828
POINT (71.3035965 42.85359955),UADD,medium_airport,Taraz Airport,42.85359955,71.3035965,2184,Asia,KZ,KZ-ZHA,Taraz,yes,UADD,DMB,,829
POINT (69.47889709 42.36420059),UAII,medium_airport,Shymkent Airport,42.36420059,69.47889709,1385,Asia,KZ,KZ-YUZ,Shymkent,yes,UAII,CIT,Restrictions,830
POINT (67.733299 47.708302),UAKD,medium_airport,Zhezkazgan Airport,47.708302,67.733299,1250,Asia,KZ,KZ-KAR,Zhezkazgan,yes,UAKD,DZN,,831
POINT (73.33439636 49.67079926),UAKK,large_airport,Sary-Arka Airport,49.67079926,73.33439636,1765,Asia,KZ,KZ-KAR,Karaganda,yes,UAKK,KGF,,832
POINT (51.54309845 51.1507988),UARR,medium_airport,Uralsk Airport,51.1507988,51.54309845,125,Asia,KZ,KZ-ZAP,Uralsk,yes,UARR,URA,,833
POINT (30.34300041 -30.85740089),FAMG,medium_airport,Margate Airport,-30.85740089,30.34300041,495,Africa,ZA,ZA-NL,Margate,yes,FAMG,MGH,,834
POINT (73.04889679 26.25110054),VIJO,medium_airport,Jodhpur Airport,26.25110054,73.04889679,717,Asia,IN,IN-RJ,Jodhpur,yes,VIJO,JDH,Restrictions,835
POINT (25.54800034 -25.79840088),FAMM,medium_airport,Mmabatho International Airport,-25.79840088,25.54800034,4181,Africa,ZA,ZA-NW,Mafeking,yes,FAMM,MBD,,836
POINT (25.61730003 -33.98490143),FAPE,medium_airport,Port Elizabeth Airport,-33.98490143,25.61730003,226,Africa,ZA,ZA-EC,Port Elizabeth,yes,FAPE,PLZ,,837
POINT (75.81220245 26.82419968),VIJP,medium_airport,Jaipur International Airport,26.82419968,75.81220245,1263,Asia,IN,IN-RJ,Jaipur,yes,VIJP,JAI,Restrictions,838
POINT (31.15539932 -23.93720055),FAPH,medium_airport,Hendrik Van Eck Airport,-23.93720055,31.15539932,1432,Africa,ZA,ZA-NP,Phalaborwa,yes,FAPH,PHW,,839
POINT (74.83740234 32.68909836),VIJU,medium_airport,Jammu Airport,32.68909836,74.83740234,1029,Asia,IN,IN-JK,Jammu,yes,VIJU,IXJ,Restrictions,840
POINT (29.4843998 -23.92609978),FAPI,medium_airport,Pietersburg Municipal Airport,-23.92609978,29.4843998,4354,Africa,ZA,ZA-NP,Polokwane,yes,FAPI,,,841
POINT (80.36489868 26.44140053),VIKA,medium_airport,Kanpur Airport,26.44140053,80.36489868,411,Asia,IN,IN-UP,,yes,VIKA,KNU,Restrictions,842
POINT (30.39870071 -29.64900017),FAPM,medium_airport,Pietermaritzburg Airport,-29.64900017,30.39870071,2423,Africa,ZA,ZA-NL,Pietermaritzburg,yes,FAPM,PZB,,843
POINT (80.88929749 26.76059914),VILK,medium_airport,Chaudhary Charan Singh International Airport,26.76059914,80.88929749,410,Asia,IN,IN-UP,Lucknow,yes,VILK,LKO,Restrictions,844
POINT (29.458615 -23.845269),FAPP,medium_airport,Polokwane International Airport,-23.845269,29.458615,4076,Africa,ZA,ZA-NP,Polokwane,yes,FAPP,PTG,,845
POINT (74.77420044 33.98709869),VISR,medium_airport,Sheikh ul Alam Airport,33.98709869,74.77420044,5429,Asia,IN,IN-JK,Srinagar,yes,VISR,SXR,Restrictions,846
POINT (32.09209824 -28.74099922),FARB,medium_airport,Richards Bay Airport,-28.74099922,32.09209824,109,Africa,ZA,ZA-NL,Richards Bay,yes,FARB,RCB,,847
POINT (76.46469879 18.41150093),VO55,medium_airport,Murod Kond Airport,18.41150093,76.46469879,2136,Asia,IN,IN-MM,Latur,yes,VALT,LTU,Restrictions,848
POINT (21.2602005 -28.39909935),FAUP,medium_airport,Pierre Van Ryneveld Airport,-28.39909935,21.2602005,2782,Africa,ZA,ZA-NC,Upington,yes,FAUP,UTN,,849
POINT (77.66819763 12.94999981),VOBG,medium_airport,HAL Airport,12.94999981,77.66819763,2912,Asia,IN,IN-KA,Bangalore,yes,VOBG,,Restrictions,850
POINT (28.6733551 -31.54636318),FAUT,medium_airport,K. D. Matanzima Airport,-31.54636318,28.6733551,2400,Africa,ZA,ZA-EC,Mthatha,yes,FAUT,UTT,,851
POINT (77.706299 13.1979),VOBL,large_airport,Kempegowda International Airport,13.1979,77.706299,3000,Asia,IN,IN-KA,Bangalore,yes,VOBL,BLR,Restrictions,852
POINT (28.224199 -25.6539),FAWB,medium_airport,Wonderboom Airport,-25.6539,28.224199,4095,Africa,ZA,ZA-GT,Pretoria,yes,FAWB,PRY,,853
POINT (80.79679871 16.53039932),VOBZ,medium_airport,Vijayawada Airport,16.53039932,80.79679871,82,Asia,IN,IN-AP,,yes,VOBZ,VGA,Restrictions,854
POINT (25.8227005 -17.82180023),FLLI,medium_airport,Livingstone Airport,-17.82180023,25.8227005,3302,Africa,ZM,ZM-07,Livingstone,yes,FLLI,LVI,,855
POINT (77.04340363 11.02999973),VOCB,medium_airport,Coimbatore International Airport,11.02999973,77.04340363,1324,Asia,IN,IN-TN,Coimbatore,yes,VOCB,CJB,Restrictions,856
POINT (28.45260048 -15.33080006),FLLS,large_airport,Kenneth Kaunda International Airport Lusaka,-15.33080006,28.45260048,3779,Africa,ZM,ZM-09,Lusaka,yes,FLKK,LUN,,857
POINT (76.40190125 10.15200043),VOCI,large_airport,Cochin International Airport,10.15200043,76.40190125,30,Asia,IN,IN-KL,Cochin,yes,VOCI,COK,Restrictions,858
POINT (31.93659973 -13.25889969),FLMF,medium_airport,Mfuwe Airport,-13.25889969,31.93659973,1853,Africa,ZM,ZM-03,Mfuwe,yes,FLMF,MFU,,859
POINT (75.95529938 11.13679981),VOCL,large_airport,Calicut International Airport,11.13679981,75.95529938,342,Asia,IN,IN-KL,Calicut,yes,VOCL,CCJ,Restrictions,860
POINT (28.66489983 -12.99810028),FLND,medium_airport,Simon Mwansa Kapwepwe International Airport,-12.99810028,28.66489983,4167,Africa,ZM,ZM-08,Ndola,yes,FLSK,NLA,,861
POINT (78.42985535 17.23131752),VOHS,large_airport,Rajiv Gandhi International Airport,17.23131752,78.42985535,2024,Asia,IN,IN-TG,Hyderabad,yes,VOHS,HYD,Restrictions,862
POINT (28.61790085 -20.01740074),FVBU,medium_airport,Joshua Mqabuko Nkomo International Airport,-20.01740074,28.61790085,4359,Africa,ZW,ZW-BU,Bulawayo,yes,FVBU,BUQ,,863
POINT (78.09339905 9.83450985),VOMD,medium_airport,Madurai Airport,9.83450985,78.09339905,459,Asia,IN,IN-TN,Madurai,yes,VOMD,IXM,Restrictions,864
POINT (25.8390007 -18.09589958),FVFA,medium_airport,Victoria Falls International Airport,-18.09589958,25.8390007,3490,Africa,ZW,ZW-MN,Victoria Falls,yes,FVFA,VFA,,865
POINT (74.89009857 12.9612999),VOML,medium_airport,Mangalore International Airport,12.9612999,74.89009857,337,Asia,IN,IN-KA,Mangalore,yes,VOML,IXE,Restrictions,866
POINT (31.09280014 -17.93180084),FVHA,medium_airport,Harare International Airport,-17.93180084,31.09280014,4887,Africa,ZW,ZW-HA,Harare,yes,FVHA,HRE,screening,867
POINT (54.65110016 24.43300056),OMAA,large_airport,Abu Dhabi International Airport,24.43300056,54.65110016,88,Asia,AE,AE-AZ,Abu Dhabi,yes,OMAA,AUH,Restrictions,868
POINT (55.60919952 24.26169968),OMAL,medium_airport,Al Ain International Airport,24.26169968,55.60919952,869,Asia,AE,AE-AZ,Al Ain,yes,OMAL,AAN,Restrictions,869
POINT (55.36439896 25.25279999),OMDB,large_airport,Dubai International Airport,25.25279999,55.36439896,62,Asia,AE,AE-DU,Dubai,yes,OMDB,DXB,Restrictions,870
POINT (55.161389 24.896356),OMDW,large_airport,Al Maktoum International Airport,24.896356,55.161389,114,Asia,AE,AE-DU,Jebel Ali,yes,OMDW,DWC,Restrictions,871
POINT (56.32400131 25.11219978),OMFJ,medium_airport,Fujairah International Airport,25.11219978,56.32400131,152,Asia,AE,AE-FU,,yes,OMFJ,FJR,Restrictions,872
POINT (55.93880081 25.6135006),OMRK,medium_airport,Ras Al Khaimah International Airport,25.6135006,55.93880081,102,Asia,AE,AE-RK,Ras Al Khaimah,yes,OMRK,RKT,Restrictions,873
POINT (55.51720047 25.32859993),OMSJ,large_airport,Sharjah International Airport,25.32859993,55.51720047,111,Asia,AE,AE-SH,Sharjah,yes,OMSJ,SHJ,Restrictions,874
POINT (62.22829819 34.20999908),OAHR,medium_airport,Herat Airport,34.20999908,62.22829819,3206,Asia,AF,AF-HER,,yes,OAHR,HEA,Restrictions,875
POINT (69.21230316 34.5658989),OAKB,medium_airport,Kabul International Airport,34.5658989,69.21230316,5877,Asia,AF,AF-KAB,Kabul,yes,OAKB,KBL,Restrictions,876
POINT (67.20970154 36.70690155),OAMS,medium_airport,Mazar I Sharif Airport,36.70690155,67.20970154,1284,Asia,AF,AF-BAL,,yes,OAMS,MZR,Restrictions,877
POINT (43.85929871 40.75040054),UDSG,medium_airport,Gyumri Shirak Airport,40.75040054,43.85929871,5000,Asia,AM,AM-SH,Gyumri,yes,UDSG,LWN,Restrictions,878
POINT (44.39590073 40.14730072),UDYZ,large_airport,Zvartnots International Airport,40.14730072,44.39590073,2838,Asia,AM,AM-ER,Yerevan,yes,UDYZ,EVN,Restrictions,879
POINT (50.04669952 40.46749878),UBBB,large_airport,Heydar Aliyev International Airport,40.46749878,50.04669952,10,Asia,AZ,AZ-BA,Baku,yes,UBBB,GYD,,880
POINT (46.31760025 40.73770142),UBBG,medium_airport,Ganja Airport,40.73770142,46.31760025,1083,Asia,AZ,AZ-GA,Ganja,yes,UBBG,KVD,,881
POINT (45.45840073 39.18880081),UBBN,medium_airport,Nakhchivan Airport,39.18880081,45.45840073,2863,Asia,AZ,AZ-NX,Nakhchivan,yes,UBBN,NAJ,,882
POINT (47.7125 40.826667),UBBQ,medium_airport,Gabala International Airport,40.826667,47.7125,935,Asia,AZ,AZ-QAB,Gabala,yes,UBBQ,GBB,,883
POINT (90.30120087 22.8010006),VGBR,medium_airport,Barisal Airport,22.8010006,90.30120087,23,Asia,BD,BD-1,Barisal,yes,VGBR,BZL,,884
POINT (91.96389771 21.45219994),VGCB,medium_airport,Cox's Bazar Airport,21.45219994,91.96389771,12,Asia,BD,BD-2,Cox's Bazar,yes,VGCB,CXB,,885
POINT (91.81330109 22.24959946),VGEG,medium_airport,Shah Amanat International Airport,22.24959946,91.81330109,12,Asia,BD,BD-2,Chittagong,yes,VGEG,CGP,,886
POINT (89.16079712 23.18379974),VGJR,medium_airport,Jessore Airport,23.18379974,89.16079712,20,Asia,BD,BD-4,Jashahor,yes,VGJR,JSR,,887
POINT (88.61650085 24.43720055),VGRJ,medium_airport,Shah Mokhdum Airport,24.43720055,88.61650085,64,Asia,BD,BD-5,Rajshahi,yes,VGRJ,RJH,,888
POINT (88.9088974 25.75919914),VGSD,medium_airport,Saidpur Airport,25.75919914,88.9088974,125,Asia,BD,BD-5,Saidpur,yes,VGSD,SPD,,889
POINT (91.8667984 24.96319962),VGSY,medium_airport,Osmany International Airport,24.96319962,91.8667984,50,Asia,BD,BD-6,Sylhet,yes,VGSY,ZYL,,890
POINT (90.397783 23.843347),VGZR,medium_airport,Dhaka / Hazrat Shahjalal International Airport,23.843347,90.397783,30,Asia,BD,BD-3,Dhaka,yes,VGHS,DAC,screening,891
POINT (50.63359833 26.27079964),OBBI,large_airport,Bahrain International Airport,26.27079964,50.63359833,6,Asia,BH,BH-15,Manama,yes,OBBI,BAH,Restrictions,892
POINT (114.9280014 4.944200039),WBSB,large_airport,Brunei International Airport,4.944200039,114.9280014,73,Asia,BN,BN-BM,Bandar Seri Begawan,yes,WBSB,BWN,,893
POINT (89.42459869 27.40320015),VQPR,medium_airport,Paro Airport,27.40320015,89.42459869,7332,Asia,BT,BT-11,Paro,yes,VQPR,PBH,Restrictions,894
POINT (96.83390045 -12.18830013),YPCC,medium_airport,Cocos (Keeling) Islands Airport,-12.18830013,96.83390045,10,Asia,CC,CC-U-A,Cocos (Keeling) Islands,yes,YPCC,CCK,,895
POINT (106.8010025 26.53849983),ZUGY,large_airport,Longdongbao Airport,26.53849983,106.8010025,3736,Asia,CN,CN-52,Guiyang,yes,ZUGY,KWE,Restrictions,896
POINT (90.91190338 29.29780006),ZULS,medium_airport,Lhasa Gonggar Airport,29.29780006,90.91190338,11713,Asia,CN,CN-54,Lhasa,yes,ZULS,LXA,Restrictions,897
POINT (103.9469986 30.57850075),ZUUU,large_airport,Chengdu Shuangliu International Airport,30.57850075,103.9469986,1625,Asia,CN,CN-51,Chengdu,yes,ZUUU,CTU,Restrictions,898
POINT (102.1839981 27.9890995),ZUXC,medium_airport,Xichang Qingshan Airport,27.9890995,102.1839981,5112,Asia,CN,CN-51,Xichang,yes,ZUXC,XIC,Restrictions,899
POINT (76.01999664 39.54290009),ZWSH,medium_airport,Kashgar Airport,39.54290009,76.01999664,4529,Asia,CN,CN-65,Kashgar,yes,ZWSH,KHG,Restrictions,900
POINT (79.86489868 37.03850174),ZWTN,medium_airport,Hotan Airport,37.03850174,79.86489868,4672,Asia,CN,CN-65,Hotan,yes,ZWTN,HTN,Restrictions,901
POINT (87.47419739 43.90710068),ZWWW,large_airport,Ürümqi Diwopu International Airport,43.90710068,87.47419739,2125,Asia,CN,CN-65,Ürümqi,yes,ZWWW,URC,Restrictions,902
POINT (125.6849976 43.99620056),ZYCC,medium_airport,Longjia Airport,43.99620056,125.6849976,706,Asia,CN,CN-22,Changchun,yes,ZYCC,CGQ,Restrictions,903
POINT (126.25 45.62340164),ZYHB,large_airport,Taiping Airport,45.62340164,126.25,457,Asia,CN,CN-23,Harbin,yes,ZYHB,HRB,Restrictions,904
POINT (130.4649963 46.84339905),ZYJM,medium_airport,Jiamusi Airport,46.84339905,130.4649963,262,Asia,CN,CN-23,Jiamusi,yes,ZYJM,JMU,Restrictions,905
POINT (129.5690002 44.52410126),ZYMD,medium_airport,Mudanjiang Hailang International Airport,44.52410126,129.5690002,883,Asia,CN,CN-23,Mudanjiang,yes,ZYMD,MDG,Restrictions,906
POINT (123.9179993 47.23960114),ZYQQ,medium_airport,Qiqihar Sanjiazi Airport,47.23960114,123.9179993,477,Asia,CN,CN-23,Qiqihar,yes,ZYQQ,NDG,Restrictions,907
POINT (121.5390015 38.96569824),ZYTL,large_airport,Zhoushuizi Airport,38.96569824,121.5390015,107,Asia,CN,CN-21,Dalian,yes,ZYTL,DLC,Restrictions,908
POINT (123.4830017 41.63980103),ZYTX,large_airport,Taoxian Airport,41.63980103,123.4830017,198,Asia,CN,CN-21,Shenyang,yes,ZYTX,SHE,Restrictions,909
POINT (112.096667 43.4225),ZBER,medium_airport,Erenhot Saiwusu International Airport,43.4225,112.096667,3301,Asia,CN,CN-15,Erenhot,yes,ZBER,ERL,Restrictions,910
POINT (119.9117 47.3106),ZBES,medium_airport,Arxan Yi'ershi Airport,47.3106,119.9117,2925,Asia,CN,CN-15,Arxan,yes,ZBES,YIE,Restrictions,911
POINT (114.4255556 36.52583333),ZBHD,medium_airport,Handan Airport,36.52583333,114.4255556,229,Asia,CN,CN-42,Handan,yes,ZBHD,HDG,Restrictions,912
POINT (117.33 49.566667),ZBMZ,medium_airport,Manzhouli Xijiao Airport,49.566667,117.33,2231,Asia,CN,CN-15,,yes,ZBMZ,NZH,Restrictions,913
POINT (109.9970016 40.56000137),ZBOW,medium_airport,Baotou Airport,40.56000137,109.9970016,3321,Asia,CN,CN-15,Baotou,yes,ZBOW,BAV,Restrictions,914
POINT (122.199997 43.556702),ZBTL,medium_airport,Tongliao Airport,43.556702,122.199997,2395,Asia,CN,CN-15,Tongliao,yes,ZBTL,TGO,Restrictions,915
POINT (115.9639969 43.91559982),ZBXH,medium_airport,Xilinhot Airport,43.91559982,115.9639969,*****,Asia,CN,CN-15,Xilinhot,yes,ZBXH,XIL,Restrictions,916
POINT (107.7428 40.926),ZBYZ,medium_airport,Bayannur Tianjitai Airport,40.926,107.7428,3400,Asia,CN,CN-15,Bavannur,yes,ZBYZ,RLK,Restrictions,917
POINT (122.767503 47.865833),ZBZL,medium_airport,Chengjisihan Airport,47.865833,122.767503,928,Asia,CN,CN-15,Zhalantun,yes,ZBZL,NZL,Restrictions,918
POINT (111.6399994 28.91889954),ZGCD,medium_airport,Changde Airport,28.91889954,111.6399994,128,Asia,CN,CN-43,Changde,yes,ZGCD,CGD,Restrictions,919
POINT (109.7 27.44111111),ZGCJ,medium_airport,Zhijiang Airport,27.44111111,109.7,882,Asia,CN,CN-43,Huaihua,yes,ZGCJ,HJJ,suspended,920
POINT (107.6997 24.805),ZGHC,medium_airport,Hechi Jinchengjiang Airport,24.805,107.6997,2221,Asia,CN,CN-45,Hechi,yes,ZGHC,HCJ,Restrictions,921
POINT (111.610043 26.338661),ZGLG,medium_airport,Lingling Airport,26.338661,111.610043,340,Asia,CN,CN-43,Yongzhou,yes,ZGLG,LLF,Restrictions,922
POINT (113.375999 22.006399),ZGSD,medium_airport,Zhuhai Jinwan Airport,22.006399,113.375999,23,Asia,CN,CN-44,Zhuhai,yes,ZGSD,ZUH,Restrictions,923
POINT (109.390999 24.2075),ZGZH,medium_airport,Liuzhou Bailian Airport,24.2075,109.390999,295,Asia,CN,CN-45,Liuzhou,yes,ZGZH,LZH,Restrictions,924
POINT (110.358002 21.214399),ZGZJ,medium_airport,Zhanjiang Airport,21.214399,110.358002,125,Asia,CN,CN-44,Zhanjiang,yes,ZGZJ,ZHA,Restrictions,925
POINT (110.34 31.626),ZHSN,medium_airport,Shennongjia Hongping Airport,31.626,110.34,8365,Asia,CN,CN-42,Shennongjia,yes,ZHSN,HPG,Restrictions,926
POINT (110.907778 32.591667),ZHSY,medium_airport,Shiyan Wudangshan Airport,32.591667,110.907778,*****,Asia,CN,CN-42,Shiyan,yes,ZHSY,WDS,Restrictions,927
POINT (111.479988 30.55655),ZHYC,medium_airport,Yichang Sanxia Airport,30.55655,111.479988,673,Asia,CN,CN-42,Yichang,yes,ZHYC,YIH,Restrictions,928
POINT (110.454775 19.13824),ZJQH,medium_airport,Qionghai Bo'ao Airport,19.13824,110.454775,30,Asia,CN,CN-46,Qionghai,yes,ZJQH,BAR,Restrictions,929
POINT (94.80919647 40.16109848),ZLDH,medium_airport,Dunhuang Airport,40.16109848,94.80919647,*****,Asia,CN,CN-62,Dunhuang,yes,ZLDH,DNH,Restrictions,930
POINT (90.841495 38.201984),ZLHX,medium_airport,Huatugou Airport,38.201984,90.841495,2945,Asia,CN,CN-63,Mengnai,yes,ZLHX,HTT,Restrictions,931
POINT (106.009003 38.481899),ZLIC,medium_airport,Yinchuan Airport,38.481899,106.009003,*****,Asia,CN,CN-64,Yinchuan,yes,ZLIC,INC,suspended,932
POINT (116.346667 35.292778),ZLJN,medium_airport,Jining Qufu Airport,35.292778,116.346667,134,Asia,CN,CN-37,Jining,yes,ZSJG,JNG,Restrictions,933
POINT (107.602997 35.799702),ZLQY,medium_airport,Qingyang Airport,35.799702,107.602997,*****,Asia,CN,CN-62,Qingyang,yes,ZLQY,IQN,Restrictions,934
POINT (102.6447 34.8105),ZLXH,medium_airport,Gannan Xiahe Airport,34.8105,102.6447,10510,Asia,CN,CN-62,Xiahe,yes,ZLXH,GXH,Restrictions,935
POINT (102.042999 36.5275),ZLXN,medium_airport,Xining Caojiabu Airport,36.5275,102.042999,7119,Asia,CN,CN-63,Xining,yes,ZLXN,XNN,Restrictions,936
POINT (80.16929626 12.99000549),VOMM,large_airport,Chennai International Airport,12.99000549,80.16929626,52,Asia,IN,IN-TN,Chennai,yes,VOMM,MAA,Restrictions,937
POINT (92.72969818 11.64120007),VOPB,medium_airport,Vir Savarkar International Airport,11.64120007,92.72969818,14,Asia,IN,IN-AN,Port Blair,yes,VOPB,IXZ,Restrictions,938
POINT (81.81819916 17.11039925),VORY,medium_airport,Rajahmundry Airport,17.11039925,81.81819916,151,Asia,IN,IN-AP,Rajahmundry,yes,VORY,RJA,Restrictions,939
POINT (78.70970154 10.76539993),VOTR,medium_airport,Tiruchirapally Civil Airport Airport,10.76539993,78.70970154,288,Asia,IN,IN-TN,Tiruchirappally,yes,VOTR,TRZ,Restrictions,940
POINT (76.92009735 8.48211956),VOTV,large_airport,Trivandrum International Airport,8.48211956,76.92009735,15,Asia,IN,IN-KL,Thiruvananthapuram,yes,VOTV,TRV,Restrictions,941
POINT (81.220299 24.503401),VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",24.503401,81.220299,1000,Asia,IN,IN-MP,Rewa,yes,VA1G,REW,Restrictions,942
POINT (92.78469849 26.70910072),VETZ,medium_airport,Tezpur Airport,26.70910072,92.78469849,240,Asia,IN,IN-AS,,yes,VETZ,TEZ,Restrictions,943
POINT (46.60277939 30.54651833),IQ-0024,medium_airport,Jalibah Southeast Air Base,30.54651833,46.60277939,*****,Asia,IQ,IQ-BA,,yes,,,suspended,944
POINT (44.23460007 33.26250076),ORBI,large_airport,Baghdad International Airport,33.26250076,44.23460007,114,Asia,IQ,IQ-BG,Baghdad,yes,ORBI,BGW,Restrictions,945
POINT (43.96319962 36.23759842),ORER,medium_airport,Erbil International Airport,36.23759842,43.96319962,1341,Asia,IQ,IQ-AR,Arbil,yes,ORER,EBL,Restrictions,946
POINT (47.66210175 30.54910088),ORMM,large_airport,Basrah International Airport,30.54910088,47.66210175,11,Asia,IQ,IQ-BA,Basrah,yes,ORMM,BSR,Restrictions,947
POINT (45.31673813 35.5617485),ORSU,medium_airport,Sulaymaniyah International Airport,35.5617485,45.31673813,2494,Asia,IQ,IQ-SW,Sulaymaniyah,yes,ORSU,ISU,Restrictions,948
POINT (48.22829819 30.37109947),OIAA,medium_airport,Abadan Airport,30.37109947,48.22829819,10,Asia,IR,IR-10,Abadan,yes,OIAA,ABD,screening,949
POINT (49.15190125 30.55620003),OIAM,medium_airport,Mahshahr Airport,30.55620003,49.15190125,8,Asia,IR,IR-10,,yes,OIAM,MRX,screening,950
POINT (48.76200104 31.33740044),OIAW,medium_airport,Ahwaz Airport,31.33740044,48.76200104,66,Asia,IR,IR-10,Ahwaz,yes,OIAW,AWZ,screening,951
POINT (50.83459854 28.94479942),OIBB,medium_airport,Bushehr Airport,28.94479942,50.83459854,68,Asia,IR,IR-06,Bushehr,yes,OIBB,BUZ,screening,952
POINT (53.98020172 26.52619934),OIBK,medium_airport,Kish International Airport,26.52619934,53.98020172,101,Asia,IR,IR-23,Kish Island,yes,OIBK,KIH,screening,953
POINT (54.82479858 26.53199959),OIBL,medium_airport,Bandar Lengeh Airport,26.53199959,54.82479858,67,Asia,IR,IR-23,Bandar Lengeh,yes,OIBL,BDH,screening,954
POINT (52.737701 27.379601),OIBP,medium_airport,Persian Gulf International Airport,27.379601,52.737701,27,Asia,IR,IR-06,Asalouyeh,yes,OIBP,PGU,screening,955
POINT (47.15810013 34.34590149),OICC,medium_airport,Shahid Ashrafi Esfahani Airport,34.34590149,47.15810013,4307,Asia,IR,IR-17,Kermanshah,yes,OICC,KSH,screening,956
POINT (48.28290176 33.4353981),OICK,medium_airport,Khoram Abad Airport,33.4353981,48.28290176,3782,Asia,IR,IR-20,,yes,OICK,KHD,screening,957
POINT (47.00920105 35.2458992),OICS,medium_airport,Sanandaj Airport,35.2458992,47.00920105,4522,Asia,IR,IR-16,,yes,OICS,SDG,screening,958
POINT (51.86130142 32.75080109),OIFM,medium_airport,Esfahan Shahid Beheshti International Airport,32.75080109,51.86130142,5059,Asia,IR,IR-04,Isfahan,yes,OIFM,IFN,screening,959
POINT (49.617778 37.323333),OIGG,medium_airport,Sardar-e-Jangal Airport,37.323333,49.617778,-40,Asia,IR,IR-19,Rasht,yes,OIGG,RAS,screening,960
POINT (51.15219879 35.41609955),OIIE,large_airport,Imam Khomeini International Airport,35.41609955,51.15219879,3305,Asia,IR,IR-07,Tehran,yes,OIIE,IKA,screening,961
POINT (51.31340027 35.68920135),OIII,large_airport,Mehrabad International Airport,35.68920135,51.31340027,3962,Asia,IR,IR-07,Tehran,yes,OIII,THR,screening,962
POINT (50.8266983 35.77610016),OIIP,medium_airport,Payam International Airport,35.77610016,50.8266983,4170,Asia,IR,IR-U-A,Karaj,yes,OIIP,PYK,screening,963
POINT (56.37779999 27.21829987),OIKB,medium_airport,Bandar Abbas International Airport,27.21829987,56.37779999,22,Asia,IR,IR-23,Bandar Abbas,yes,OIKB,BND,screening,964
POINT (56.9510994 30.27440071),OIKK,medium_airport,Kerman Airport,30.27440071,56.9510994,5741,Asia,IR,IR-15,Kerman,yes,OIKK,KER,screening,965
POINT (58.45000076 29.08419991),OIKM,medium_airport,Bam Airport,29.08419991,58.45000076,3231,Asia,IR,IR-15,,yes,OIKM,BXR,screening,966
POINT (56.05110168 30.29770088),OIKR,medium_airport,Rafsanjan Airport,30.29770088,56.05110168,5298,Asia,IR,IR-15,,yes,OIKR,RJN,screening,967
POINT (59.26610184 32.89810181),OIMB,medium_airport,Birjand Airport,32.89810181,59.26610184,4952,Asia,IR,IR-29,Birjand,yes,OIMB,XBJ,screening,968
POINT (59.64099884 36.23519897),OIMM,large_airport,Mashhad International Airport,36.23519897,59.64099884,3263,Asia,IR,IR-30,Mashhad,yes,OIMM,MHD,screening,969
POINT (57.30820084 37.49300003),OIMN,medium_airport,Bojnord Airport,37.49300003,57.30820084,3499,Asia,IR,IR-31,Bojnord,yes,OIMN,BJB,screening,970
POINT (57.59519958 36.16809845),OIMS,medium_airport,Sabzevar National Airport,36.16809845,57.59519958,3010,Asia,IR,IR-30,Sabzevar,yes,OIMS,AFZ,screening,971
POINT (51.46469879 36.66329956),OINN,medium_airport,Noshahr Airport,36.66329956,51.46469879,-61,Asia,IR,IR-21,,yes,OINN,NSH,screening,972
POINT (50.67959976 36.90990067),OINR,medium_airport,Ramsar Airport,36.90990067,50.67959976,-70,Asia,IR,IR-21,,yes,OINR,RZR,screening,973
POINT (53.1935997 36.63579941),OINZ,medium_airport,Dasht-e Naz Airport,36.63579941,53.1935997,35,Asia,IR,IR-21,Sari,yes,OINZ,SRY,screening,974
