geometry,objectid,fac_name,name,address,city_state,city,state,zip,operating,medicare,medicare_i,medicaid,medicaid_i,certified,county,admin,phone,emergency,emergenc_1,emergenc_2,emergenc_3,date_geoco,source,geo_tract,geo_county,geo_zip,factype,symbol,latitude,longitude,type
POINT (-104.854393 39.6603739998),357,SELECT PHYSICAL THERAPY OF DENVER (2004KN),SELECT PHYSICAL THERAPY OF DENVER,"3102 S PARKER ROAD, SUITE A15","AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,066578,f,,0/0,ARAPAHOE,Ms CHRISTINE HILL,(303) 338-8598,Bernard Condevaus,(303) 968-8779,(303) 368-1560,Bernard Condevaux@selectmedicalcorp.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Outpatient Physical Therapy/Speech Pathology,Rehabilitaton or Recovery,39.660374,-104.854393,OPT-SP
POINT (-104.862236 39.6605530003),358,ABSOLUTE EXPERT CARE (10R303),ABSOLUTE EXPERT CARE,3090 S JAMAICA CT #106,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,t,52679870,0/0,ARAPAHOE,Ms RENEE FRANKLIN,(303) 340-3390,Renee Franklin,(303) 340-3390,(303) 223-7808,absoluteexpertcare@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.660553,-104.862236,HCA-PHS
POINT (-104.862251 39.6615140002),359,TETRAN'S HOME CARE LLC (10H565),TETRAN'S HOME CARE LLC,3000 S JAMAICA CT STE 275,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,t,12433349,0/0,ARAPAHOE,Ms ADRIANA HENDERSON,(303) 337-4920,,,(303) 337-2025,adrihenderson@yahoo.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.661514,-104.862251,HCA-PHS
POINT (-104.860329 39.6655350001),360,AMAZING CARE HOME HEALTH SERVICES (04X761),AMAZING CARE HOME HEALTH SERVICES,2821 S PARKER RD STE 615,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067441,t,51834731,0/0,ARAPAHOE,KATHERINE MATAEV,(303) 755-3170,Arthur Lowry,(303) 755-3170,(303) 755-3217,arlowry@amazingcare.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.665535,-104.860329,HHA-1819
POINT (-104.862236 39.6605530003),361,A-1 HOME CARE SERVICES INC (10A468),A-1 HOME CARE SERVICES INC,3090 S JAMAICA CT STE 201,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms MARIA LOZINSKY,(720) 408-5352,Maria Lozinsky,(720) 366-5430,(303) 200-8543,a1homecare9@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.660553,-104.862236,HCA-PHS
POINT (-104.857178 39.6621510001),362,SUNRISE HOME HEALTH CARE LLC (04T307),SUNRISE HOME HEALTH CARE LLC,3033 S PARKER RD STE 506,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067474,f,,0/0,ADAMS,Mr BOB KAGAN,(303) 873-1000,Bob Kagan,(303) 873-1000,(303) 369-2399,bobkagan@hhsunrise.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.662151,-104.857178,HHA-1819
POINT (-104.863892 39.6632229999),363,PARADISE LLC (10D453),PARADISE LLC,10691 E BETHANY DRIVE,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Mr BORIS SMORODA,(303) 632-6794,,,(303) 632-6794,xadi@netzero.net,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Adult Day,Adult Day Care Facility,39.663223,-104.863892,ADAY
POINT (-104.860069 39.665257),364,R G A HOME HEALTH SERVICES INC (04E516),R G A HOME HEALTH SERVICES INC,2851 S PARKER RD STE 960,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067479,t,43155774,0/0,ARAPAHOE,Mr GABRIEL ASUNCION,(303) 988-1152,,,(303) 988-1215,Gabriel@RGAhomehealth.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.665257,-104.860069,HHA-1819
POINT (-104.864243 39.6627160003),365,ACCESSIBLE HOME HEALTH CARE OF DENVER (04B448),ACCESSIBLE HOME HEALTH CARE OF DENVER,10700 E BETHANY DR #206,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Mr BERNARD CARTER,(303) 755-7135,BERNARD CARTER,(303) 755-7135,(303) 755-7134,bcarter38@comcast.net,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license only,Home Health,39.662716,-104.864243,HHA-LCE
POINT (-104.864288 39.6612210001),366,COLORADO SPIRIT ADULT DAY CARE INC (10R537),COLORADO SPIRIT ADULT DAY CARE INC,10610 E BETHANY DRIVE,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,DILOVAR ABDULLOEV,(303) 754-3344,,,(303) 745-1409,colospirit@hotmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Adult Day,Adult Day Care Facility,39.661221,-104.864288,ADAY
POINT (-104.857361 39.6623379998),367,TEAM SELECT HOME CARE OF COLORADO LLC (04O233),TEAM SELECT HOME CARE OF COLORADO LLC,3025 S PARKER RD STE 930,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067490,f,,0/0,ARAPAHOE,Ms SHYREE PHILLIPS,(720) 577-1800,Shyree Phillips,(719) 277-6647,(720) 577-1802,sphillips@teamselecthh.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.662338,-104.857361,HHA-1819
POINT (-104.857178 39.6621510001),368,INTEGRITY HOME HEALTH INC (04T318),INTEGRITY HOME HEALTH INC,3033 S PARKER RD STE 340,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067493,f,,0/0,ADAMS,Ms HANNAH DUNNIGAN,(303) 597-0505,,,(720) 545-0380,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.662151,-104.857178,HHA-1819
POINT (-104.864243 39.6627160003),369,ACCESSIBLE HOME HEALTH CARE OF DENVER (04O507),ACCESSIBLE HOME HEALTH CARE OF DENVER,10700 E BETHANY DR #206,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,BERNARD CARTER,(303) 755-7135,,,(303) 755-7134,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.662716,-104.864243,HCA-PHS
POINT (-104.857361 39.6623379998),370,ATLAS HOME HEALTH INC (04J554),ATLAS HOME HEALTH INC,3025 S PARKER RD STE 600,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067492,f,,0/0,ADAMS,Ms JULIA SHURHIN,(303) 984-4200,,,(303) 955-4881,atlashomehealthllc@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.662338,-104.857361,HHA-1819
POINT (-104.863892 39.6632229999),371,AZA ADULT DAY CARE (10Q266),AZA ADULT DAY CARE,10691 E BETHANY DR STE 200,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Ms AAZA ABAAS,(303) 696-2600,Sabar Abaas,(720) 278-6205,(303) 745-2721,sabora@live.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Adult Day,Adult Day Care Facility,39.663223,-104.863892,ADAY
POINT (-104.864288 39.6615639999),372,CLINTON HOME CARE INC (04B302),CLINTON HOME CARE INC,10640 E BETHANY DR #201,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Ms LAN WANG,(303) 872-3499,LAN WANG,(303) 872-3499,(303) 872-3661,2008YAYALW@GMAIL.COM,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.661564,-104.864288,HCA-PHS
POINT (-104.863892 39.6632229999),373,AMERICARE HOME CARE LLC (04U333),AMERICARE HOME CARE LLC,10691 E BETHANY DR #900,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,BORIS ABRASHEVICH,(303) 667-0910,Boris Abrashevich,(303) 667-0910,(303) 632-6794,americarellc@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.663223,-104.863892,HCA-PHS
POINT (-104.84404 39.6617509998),374,FRONT RANGE HOME CARE SERVICES LLC (04M214),FRONT RANGE HOME CARE SERVICES LLC,12391 E CORNELL AVE #3,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,TIMOTHY THORNTON,(720) 496-0044,Tim Thornton,(720) 212-7056,(720) 440-7788,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.661751,-104.84404,HCA-PHS
POINT (-104.84404 39.6617509998),375,FRONT RANGE HOME CARE SERVICES LLC (04T703),FRONT RANGE HOME CARE SERVICES LLC,12391 E CORNELL AVE #3,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,TIMOTHY THORNTON,(720) 496-0044,Tim Thornton,(720) 212-7056,(720) 440-7788,tom.t@frontrangehcs.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Care Agency - In-Home Support Services,Home Health,39.661751,-104.84404,HCA-IHSS
POINT (-104.864281 39.6620290001),376,STILLWATER HOME CARE AGENCY LLC (04S681),STILLWATER HOME CARE AGENCY LLC,10660 E BETHANY DR,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067510,f,,0/0,ARAPAHOE,Ms IRINA GAVRILOV,(303) 753-7577,,,(719) 466-6172,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.662029,-104.864281,HHA-1819
POINT (-104.860069 39.665257),377,HIGH PRIORITY INC (04E993),HIGH PRIORITY INC,2851 S PARKER RD STE 1030,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067521,f,,0/0,ARAPAHOE,Ms ALLA KHACHATUROVA,(720) 505-9942,Alla Khachaturova,(720) 505-9942,(720) 263-5338,highpriorityinc@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.665257,-104.860069,HHA-1819
POINT (-104.860329 39.6655350001),378,SOS HEALTHCARE STAFFING (04A422),SOS HEALTHCARE STAFFING,2821 S PARKER RD STE 1255,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Ms RUTH HOLLINS,(720) 535-1236,,,(720) 535-6930,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license only,Home Health,39.665535,-104.860329,HHA-LCE
POINT (-104.863892 39.6632229999),379,"TRUST1HOMECARE SERVICES AGENCY, LLC (04E908)","TRUST1HOMECARE SERVICES AGENCY, LLC",10691 E BETHANY DR STE 200,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Ms AAZA ABAAS,(303) 353-9260,Aza Abaas,(720) 278-9827,(303) 745-2721,black-hina@live.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.663223,-104.863892,HCA-PHS
POINT (-104.860329 39.6655350001),380,TOUCHING HEARTS AT HOME - DENVER METRO (04B947),TOUCHING HEARTS AT HOME - DENVER METRO,2821 S PARKER RD STE 415,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms STACEY TABOR,(303) 632-8786,STACEY TABOR,(303) 632-8786,(303) 353-4250,stacey@touchinghearts.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Licensed only,Home Health,39.665535,-104.860329,HCA-LIC
POINT (-104.862259 39.6620480003),381,SISTER SISTER HOME CARE SERVICES INC (04B425),SISTER SISTER HOME CARE SERVICES INC,2950 S JAMAICA CT STE 302,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Ms ERICA TORRES,(720) 465-4132,Erica Torres,(720) 999-4996,(303) 745-3422,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.662048,-104.862259,HCA-PHS
POINT (-104.862236 39.6605530003),382,A-1 HOME CARE SERVICES (10A332),A-1 HOME CARE SERVICES,3090 S JAMAICA COURT STE #201,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,t,33805725,0/0,ARAPAHOE,Ms MARIA LOZINSKY,(720) 366-5430,Maria Lozinsky,,,a1homecare9@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.660553,-104.862236,HCBS-IDD
POINT (-104.860069 39.665257),383,MELIOR HOME HEALTH (04Q185),MELIOR HOME HEALTH,2851 S PARKER RD STE 1076,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067549,f,,0/0,ARAPAHOE,Ms ZHANNA GYUMUSHYAN,(303) 359-9512,Zhanna Gyumushyan,(303) 359-9512,(877) 755-3669,zhannagyumushyan@meliorhealth.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.665257,-104.860069,HHA-1819
POINT (-104.862999 39.6604270003),384,"BERKLEY PALLIATIVE CARE AND HOSPICE, LLC (17O624)","BERKLEY PALLIATIVE CARE AND HOSPICE, LLC",10697 E DARTMOUTH AVE,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,061594,f,,0/0,ADAMS,Ms SHANNON LYNN RATCLIFF,(303) 758-2000,Gary Ruvins,(720) 341-9994,(303) 758-2009,michelledonnay@yahoo.com; mdonnay@gezkleyhh.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Hospice (Medicare),Hospice,39.660427,-104.862999,HOSPICE
POINT (-104.860069 39.665257),385,H-SHALOM HOME HEALTH CARE AGENCY LLC (04V344),H-SHALOM HOME HEALTH CARE AGENCY LLC,2851 S PARKER RD STE 102,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms HANNA SHEMBULO,(303) 332-2971,MICHAEL HAILEMARIAM,(303) 332-2971,(720) 328-4618,michaelrt07@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license only,Home Health,39.665257,-104.860069,HHA-LCE
POINT (-104.860069 39.665257),386,H-SHALOM HOME HEALTH CARE AGENCY LLC (04X103),H-SHALOM HOME HEALTH CARE AGENCY LLC,2851 S PARKER RD STE 102,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms HANNA SHEMBULO,(303) 332-2971,,,(720) 328-4618,michaelrt07@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.665257,-104.860069,HCA-PHS
POINT (-104.860069 39.665257),387,H-SHALOM HOME HEALTH CARE AGENCY LLC (04I536),H-SHALOM HOME HEALTH CARE AGENCY LLC,2851 S PARKER RD STE 102,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms HANNA SHEMBULO,(303) 332-2971,,,(720) 328-4618,michaelrt07@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Care Agency - In-Home Support Services,Home Health,39.665257,-104.860069,HCA-IHSS
POINT (-104.862236 39.6605530003),388,A-1 HOME HEALTH LTD (04K177),A-1 HOME HEALTH LTD,3090 S JAMAICA CT STE 201,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067580,f,,0/0,ADAMS,Ms MARIA LOZINSKY,(720) 408-5352,,,(303) 200-8543,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.660553,-104.862236,HHA-1819
POINT (-104.860069 39.665257),389,ASCEND THERAPY SERVICES LLC (10K568),ASCEND THERAPY SERVICES LLC,2851 S PARKER RD #640,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms CRYSTAL HARTMAN,(720) 384-7837,,,(720) 999-9999,ascendtherapyservices@yahoo.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.665257,-104.860069,HCBS-IDD
POINT (-104.860329 39.6655350001),390,SOS HEALTHCARE STAFFING (04U322),SOS HEALTHCARE STAFFING,2821 S PARKER RD STE 1255,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms RUTH HOLLINS,(720) 535-1236,,,(720) 535-6930,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.665535,-104.860329,HCA-PHS
POINT (-104.862236 39.6605530003),391,SUN TREE HOSPICE OF COLORADO LLC (17M214),SUN TREE HOSPICE OF COLORADO LLC,3090 S JAMAICA CT STE 313,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,061597,f,,0/0,ADAMS,Mr GREGORY POJAR,(720) 336-8770,Gregory Pojar,(303) 435-2173,(720) 368-5026,greg@suntreehospiceco.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Hospice (Medicare),Hospice,39.660553,-104.862236,HOSPICE
POINT (-104.864288 39.6615639999),392,"CLINTON HOME CARE, INC (04J974)","CLINTON HOME CARE, INC",10640 E BETHANY DR #201,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms LAN WANG,(303) 872-3499,,,(303) 872-3661,2008yayalw@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Care Agency - In-Home Support Services,Home Health,39.661564,-104.864288,HCA-IHSS
POINT (-104.862259 39.6620480003),393,SISTER SISTER HOME CARE SERVICES INC (10J552),SISTER SISTER HOME CARE SERVICES INC,2950 S JAMAICA CT STE 302,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms ERICA TORRES,(720) 465-4132,,,(303) 745-3422,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.662048,-104.862259,HCBS-IDD
POINT (-104.860069 39.665257),394,SANTA RITA'S HOSPICE SERVICES INC (17E989),SANTA RITA'S HOSPICE SERVICES INC,"2851 S PARKER RD, STE 960","AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,061601,f,,0/0,ADAMS,Mr GABRIEL ASUNCION,(303) 988-1152,,,(303) 988-1215,gabrielasuncion@rgahomehealth.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Hospice (Medicare),Hospice,39.665257,-104.860069,HOSPICE
POINT (-104.860329 39.6655350001),395,INSPIRATION HOME HEALTH CARE LLC (04Y770),INSPIRATION HOME HEALTH CARE LLC,2821 S PARKER RD STE 845,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067568,f,,0/0,ARAPAHOE,Mr DAMIR GALIMOV,(720) 572-4181,Galimov Damir,(917) 692-3862,(720) 572-4182,damir711@mail.ru,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.665535,-104.860329,HHA-1819
POINT (-104.860069 39.665257),396,MELIOR HOME HEALTH (04X367),MELIOR HOME HEALTH,2851 S PARKER RD STE 1076,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms ZHANNA GYUMUSHYAN,(303) 359-9512,,,(877) 755-3669,zhannagyumushyan@meliorhealth.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.665257,-104.860069,HCA-PHS
POINT (-104.862236 39.6605530003),397,A-1 HOME CARE SERVICES INC (04S724),A-1 HOME CARE SERVICES INC,3090 S JAMAICA CT STE 201,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms MARIA LOZINSKY,(720) 408-5352,MARIA LOZINSKY,(720) 366-5430,(303) 200-8543,a1homecare9@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Care Agency - In-Home Support Services,Home Health,39.660553,-104.862236,HCA-IHSS
POINT (-104.860069 39.665257),398,SUMMIT HOME CARE INC (04B345),SUMMIT HOME CARE INC,2851 S PARKER RD #978,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Ms GULCHEHRA KUCHAKOVA,(303) 995-4133,Gulchehra Kuchakova,(303) 261-6324,(303) 995-8491,gulchehra2009@hotmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.665257,-104.860069,HCA-PHS
POINT (-104.860069 39.665257),399,SWEET HONEY HOME CARE LLC (04L197),SWEET HONEY HOME CARE LLC,2851 S PARKER RD STE 1-0116,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms HANI HAGI,(720) 262-8866,,,(720) 262-8867,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.665257,-104.860069,HCA-PHS
POINT (-104.847412 39.662983),400,PRISTINE CARE AT HOME (04C869),PRISTINE CARE AT HOME,2953 S PEORIA ST STE 110,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Mr MICHAEL MARLEY,(720) 232-3363,,,(720) 862-2752,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.662983,-104.847412,HCA-PHS
POINT (-104.860069 39.665257),401,ACHIEVING AN INDEPENDENT ME LLC (10T229),ACHIEVING AN INDEPENDENT ME LLC,2851 S PARKER RD STE 448,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,DIONE WILLIAMS,(303) 748-2851,,,(303) 745-2544,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.665257,-104.860069,HCBS-IDD
POINT (-104.864288 39.6615639999),402,CLINTON HOME CARE INC (10U328),CLINTON HOME CARE INC,10640 E BETHANY DR #201,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms LAN WANG,(303) 872-3499,,,(303) 999-9999,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.661564,-104.864288,HCBS-IDD
POINT (-104.860069 39.665257),403,ANGELS OF CARE PEDIATRIC HOME HEALTH COLORADO LLC (04G120),ANGELS OF CARE PEDIATRIC HOME HEALTH COLORADO LLC,2851 S PARKER RD STE 1136,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,t,067566,f,,0/0,ADAMS,Ms AMANDA FERIGAN,(720) 465-5754,,,(720) 446-3537,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - Medicare/Medicaid,Home Health,39.665257,-104.860069,HHA-1819
POINT (-104.860069 39.665257),404,ANGELS OF CARE PEDIATRIC HOME HEALTH COLORADO LLC (04A930),ANGELS OF CARE PEDIATRIC HOME HEALTH COLORADO LLC,2851 S PARKER RD STE 1136,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms AMANDA FERIGAN,(720) 465-5754,,,(720) 446-3537,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license - personal care homemaker,Home Health,39.665257,-104.860069,HCA-PHS
POINT (-104.860069 39.665257),405,ANGELS OF CARE PEDIATRIC HOME HEALTH COLORADO LLC (04Z654),ANGELS OF CARE PEDIATRIC HOME HEALTH COLORADO LLC,2851 S PARKER RD STE 1136,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms AMANDA FERIGAN,(720) 465-5754,,,(720) 446-3537,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Care Agency - In-Home Support Services,Home Health,39.665257,-104.860069,HCA-IHSS
POINT (-104.860329 39.6655350001),406,BB ANGELS HOME HEALTH AGENCY INC (04N519),BB ANGELS HOME HEALTH AGENCY INC,2821 S PARKER RD STE 565,"AURORA, CO 80014",AURORA,CO,80014,01-ACTIVE,f,,f,,0/0,ADAMS,Ms HANNA BAMAW,(720) 410-2728,,,(720) 645-2836,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8005080400,ARAPAHOE,80014,Home Health Agency - HCA license only,Home Health,39.665535,-104.860329,HHA-LCE
